Location\Items,Grappling Hook,Progressive Picto Box,Iron Boots,Empty Bottle,Bait Bag,Delivery Bag,Boomerang,Progressive Bow,Hookshot,Deku Leaf,Bombs,Skull Hammer,Command Melody,Triforce Shard 1,Triforce Shard 2,Triforce Shard 3,Triforce Shard 4,Triforce Shard 5,Triforce Shard 6,Triforce Shard 7,Triforce Shard 8,Dragon Tingle Statue,Forbidden Tingle Statue,Goddess Tingle Statue,Earth Tingle Statue,Wind Tingle Statue,Din's Pearl,Farore's Pearl,Nayru's Pearl,Progressive Sword,Progressive Shield,Power Bracelets,DRC Small Key,DRC Big Key,FW Small Key,FW Big Key,TotG Small Key,TotG Big Key,ET Small Key,ET Big Key,WT Small Key,WT Big Key,Maggie's Letter,Moblin's Letter,Note to Mom,Cabana Deed,Ghost Ship Chart,Progressive Wallet,Progressive Magic Meter,Spoils Bag,Progressive Quiver,Treasure Chart 1,Treasure Chart 2,Treasure Chart 3,Treasure Chart 4,Treasure Chart 5,Treasure Chart 6,Treasure Chart 7,Treasure Chart 8,Treasure Chart 9,Treasure Chart 10,Treasure Chart 11,Treasure Chart 12,Treasure Chart 13,Treasure Chart 14,Treasure Chart 15,Treasure Chart 16,Treasure Chart 17,Treasure Chart 18,Treasure Chart 19,Treasure Chart 20,Treasure Chart 21,Treasure Chart 22,Treasure Chart 23,Treasure Chart 24,Treasure Chart 25,Treasure Chart 26,Treasure Chart 27,Treasure Chart 28,Treasure Chart 29,Treasure Chart 30,Treasure Chart 31,Treasure Chart 32,Treasure Chart 33,Treasure Chart 34,Treasure Chart 35,Treasure Chart 36,Treasure Chart 37,Treasure Chart 38,Treasure Chart 39,Treasure Chart 40,Treasure Chart 41,Triforce Chart 1,Triforce Chart 2,Triforce Chart 3,Triforce Chart 4,Triforce Chart 5,Triforce Chart 6,Triforce Chart 7,Triforce Chart 8,Tingle Tuner,Magic Armor,Piece of Heart,Heart Container,Hero's Charm,Progressive Bomb Bag,Red Chu Jelly,Green Chu Jelly,Joy Pendant,Golden Feather,Boko Baba Seed,Skull Necklace,Knight's Crest,All-Purpose Bait,Hyoi Pear,Fill-Up Coupon,Beedle's Chart,Great Fairy Chart,Light Ring Chart,Octo Chart,Platform Chart,Secret Cave Chart,Submarine Chart,Tingle's Chart,Green Rupee,Blue Rupee,Yellow Rupee,Red Rupee,Purple Rupee,Orange Rupee,Silver Rupee,Rainbow Rupee,Hurricane Spin
Shark Island - Sunken Treasure,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,54,23,27,19,27,27,25,24,31,20,34,28,21,24,14,24,0,36,33,25,17,34,26,26,25,33,21,26,26,33,33,29,25,27,30,23,26,18,26,31,27,20,40,31,22,27,25,35,26,22,30,37,1158,182,24,45,0,0,557,0,0,0,0,0,0,19,33,22,29,26,24,22,22,31,0,0,506,1273,1802,2682,0,0,16
Cliff Plateau Isles - Cave,138,182,124,204,133,130,133,188,134,153,126,126,122,59,49,49,54,46,45,45,55,224,253,236,270,257,237,268,243,185,170,161,0,0,0,0,0,0,0,0,0,0,121,132,133,133,117,165,165,23,38,16,19,16,16,21,28,17,12,31,24,17,19,21,13,16,23,23,28,24,17,18,16,19,24,27,19,14,22,13,19,19,14,17,20,22,26,12,15,21,23,17,19,17,18,29,29,18,16,19,24,18,867,124,22,43,8,16,152,135,12,159,50,18,79,16,18,17,26,20,21,19,21,16,19,33,77,165,276,458,253,14,15
Cliff Plateau Isles - Highest Isle,84,213,78,155,100,113,67,340,78,0,91,101,94,59,79,75,66,72,88,69,63,56,58,41,49,54,58,54,54,357,215,88,0,0,0,0,0,0,0,0,0,0,89,80,73,87,74,110,226,25,54,27,31,26,28,36,24,31,19,33,40,28,30,31,28,30,19,24,28,24,38,37,27,24,20,29,25,33,19,33,43,26,28,29,27,32,23,30,25,27,27,30,24,31,24,28,27,24,23,30,27,26,1175,169,27,48,19,24,239,220,23,167,65,22,102,27,27,29,31,25,32,31,23,32,23,36,167,251,472,667,360,25,22
Cliff Plateau Isles - Lookout Platform,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,41,94,42,43,44,32,34,39,39,54,38,31,45,49,39,46,33,54,41,46,43,44,36,56,41,37,43,49,48,49,45,50,46,52,40,48,50,45,45,33,59,44,33,54,48,44,50,48,37,49,42,57,40,1907,275,54,92,33,35,419,326,29,300,93,21,142,42,47,38,38,51,48,30,59,42,33,70,221,453,771,1162,528,41,39
Cliff Plateau Isles - Sunken Treasure,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,47,22,28,27,23,29,46,23,29,26,18,23,27,24,27,22,26,31,29,28,28,34,22,29,25,28,19,19,20,23,15,28,25,21,32,28,24,35,15,23,20,27,21,19,38,20,0,32,27,30,30,23,1177,163,27,55,0,0,528,0,0,0,0,0,0,19,25,27,20,32,18,19,19,29,0,0,536,1317,1800,2679,0,0,27
Crescent Moon Island - Chest,142,190,113,194,130,148,121,191,143,110,153,153,112,49,55,56,54,50,57,60,53,255,221,210,237,234,255,239,252,169,183,144,0,0,0,0,0,0,0,0,0,0,120,134,112,127,148,165,166,8,39,18,24,21,26,19,23,14,20,15,21,19,14,26,19,12,18,25,21,20,14,23,21,18,13,18,23,15,22,28,21,16,14,20,14,20,16,14,26,26,16,12,24,28,17,19,26,18,12,18,34,8,884,97,14,40,10,12,192,143,12,109,46,15,88,23,18,14,24,23,32,17,15,19,15,32,90,193,332,496,223,15,16
Crescent Moon Island - Submarine,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,48,78,38,49,37,41,32,35,49,42,32,46,43,30,54,50,40,34,45,48,44,36,38,31,49,48,50,38,40,56,40,49,43,45,40,49,42,36,42,42,41,34,46,49,38,46,50,42,42,47,40,47,37,1985,247,49,85,32,30,432,277,41,299,97,29,151,42,35,44,46,37,41,34,47,54,29,55,269,493,804,1231,462,27,39
Crescent Moon Island - Sunken Treasure,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,50,27,23,31,23,29,24,29,24,32,24,0,28,36,24,29,29,26,25,25,19,20,24,22,19,27,27,21,18,31,27,19,26,21,33,28,31,43,28,36,29,22,17,26,25,26,21,22,29,32,27,21,1170,165,25,43,0,0,546,0,0,0,0,0,0,20,27,15,20,19,27,27,23,29,0,0,550,1232,1783,2772,0,0,24
Horseshoe Island - Play Golf,126,244,120,168,119,133,121,356,67,0,125,149,135,70,56,63,64,60,53,61,71,59,71,79,60,64,56,68,86,348,231,117,0,0,0,0,0,0,0,0,0,0,102,109,132,122,130,144,299,23,57,30,24,28,24,17,23,31,16,30,36,20,25,25,25,28,26,27,18,10,20,26,15,21,25,30,24,23,31,31,15,25,32,31,24,22,24,22,27,20,29,20,33,24,23,33,27,22,22,30,20,23,989,148,21,51,24,10,252,141,20,140,35,13,60,18,25,16,27,31,21,23,14,19,17,41,118,306,435,676,286,20,28
Horseshoe Island - Cave,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,37,97,49,42,52,38,47,52,44,36,52,37,32,45,35,40,38,44,47,45,55,27,42,39,48,44,50,48,37,39,52,58,49,44,42,44,36,46,67,35,43,43,37,31,38,48,42,42,39,37,40,37,59,1947,246,46,85,21,23,410,242,17,274,83,28,101,38,34,52,44,51,46,44,38,49,30,58,261,537,886,1308,401,24,35
Horseshoe Island - Northwestern Lookout Platform,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,90,38,46,39,41,37,43,39,41,36,34,40,48,41,45,42,48,47,47,49,44,53,36,48,41,46,46,47,57,56,46,41,37,40,44,47,44,51,46,40,41,53,44,54,46,38,48,50,38,57,44,45,1928,262,37,87,27,29,383,244,26,229,81,19,100,35,39,38,43,41,38,45,41,40,23,36,269,576,916,1389,339,30,35
Horseshoe Island - Southeastern Lookout Platform,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,42,83,54,41,37,48,56,46,55,44,37,46,41,44,45,47,47,44,26,31,46,63,46,41,47,46,48,55,41,58,43,49,37,43,45,34,61,40,29,48,41,49,48,43,42,39,48,37,49,52,36,41,50,1903,262,50,89,19,18,423,197,18,210,62,17,107,50,41,41,33,34,41,50,39,59,15,38,285,614,911,1402,334,23,42
Horseshoe Island - Sunken Treasure,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,32,59,33,31,35,32,13,30,25,19,0,25,31,26,35,32,21,35,21,27,27,26,22,22,23,30,19,29,27,28,27,28,25,23,24,18,26,29,21,21,39,29,28,27,29,24,29,24,25,33,26,30,23,1175,147,31,42,0,0,531,0,0,0,0,0,0,36,35,22,30,29,23,23,27,29,0,0,579,1206,1876,2598,0,0,28
Flight Control Platform - Bird-Man Contest - First Prize,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,45,95,42,43,47,46,43,38,44,53,42,44,49,60,51,56,47,48,51,47,36,36,39,55,47,55,47,45,47,46,46,42,47,37,48,56,37,39,41,32,38,52,46,43,43,50,51,42,50,49,34,41,37,1902,238,48,93,17,18,395,182,17,156,46,16,77,47,48,47,40,42,45,40,39,54,15,44,271,622,957,1493,292,29,47
Flight Control Platform - Submarine,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,49,87,40,42,37,35,55,36,49,39,50,49,39,38,41,45,48,52,45,34,37,37,43,51,33,43,45,32,46,50,44,54,38,37,42,44,36,37,45,33,48,56,49,48,39,43,33,58,46,40,53,41,50,1943,262,38,106,19,18,421,143,17,150,55,11,75,48,41,46,54,40,39,48,44,47,13,28,298,695,944,1551,245,20,31
Flight Control Platform - Sunken Treasure,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,25,56,21,22,29,31,20,24,15,19,18,22,31,31,18,21,23,33,26,20,0,20,25,25,29,37,28,28,27,34,18,32,24,24,26,21,28,30,19,28,33,20,26,22,40,17,25,30,27,25,37,20,24,1115,145,20,73,0,0,585,0,0,0,0,0,0,27,29,25,30,27,22,22,27,23,0,0,524,1303,1777,2751,0,0,20
Star Island - Cave,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,50,72,35,44,56,38,39,49,40,31,52,33,47,38,54,35,41,60,41,45,48,58,34,52,54,46,51,44,48,28,39,48,50,36,36,36,32,35,47,54,51,35,45,38,50,44,41,37,49,37,48,33,37,1953,274,50,86,9,14,389,123,18,130,43,18,50,61,40,38,25,44,34,35,42,46,9,26,302,731,1041,1611,208,7,43
Star Island - Lookout Platform,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,43,97,52,50,35,40,50,51,49,45,41,36,36,47,62,44,45,39,41,38,36,38,39,48,53,45,45,45,41,31,46,42,54,41,44,40,35,38,50,68,43,47,41,37,51,43,48,36,39,31,54,46,35,1916,225,38,78,16,14,394,100,13,80,38,16,47,42,37,51,51,40,58,36,58,51,6,18,335,698,1089,1681,176,12,44
Star Island - Sunken Treasure,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,27,46,19,25,30,31,19,28,0,21,27,27,30,21,28,31,24,35,27,18,29,33,24,20,21,21,28,31,30,29,23,26,30,19,23,25,25,29,33,30,29,27,28,32,23,34,29,17,22,25,18,24,26,1168,155,21,52,0,0,524,0,0,0,0,0,0,23,28,25,21,21,29,25,31,34,0,0,536,1196,1811,2790,0,0,27
Star Belt Archipelago - Lookout Platform,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,39,81,55,46,35,33,34,43,44,45,32,38,60,38,38,42,44,42,50,46,36,44,47,41,47,45,40,40,49,48,39,47,42,50,58,44,41,47,37,39,44,45,45,44,50,36,40,41,33,41,48,42,53,1919,275,35,75,14,9,403,89,5,88,34,10,36,51,37,59,55,35,46,45,44,37,5,13,328,755,1108,1685,140,9,45
Star Belt Archipelago - Sunken Treasure,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,67,24,27,15,22,32,24,18,26,27,23,23,29,25,21,29,27,23,32,21,29,29,27,26,24,25,32,0,31,25,24,25,26,23,29,26,29,23,27,28,26,28,20,29,18,19,18,27,29,20,27,24,1161,189,27,52,0,0,532,0,0,0,0,0,0,32,39,30,32,21,20,22,22,18,0,0,530,1246,1902,2644,0,0,25
Five-Star Isles - Lookout Platform - Destroy the Cannons,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,51,79,47,41,30,53,42,49,48,46,37,33,33,41,44,34,33,43,56,55,39,48,45,47,52,50,43,38,40,52,51,39,47,51,36,47,39,52,40,44,32,45,35,45,44,41,46,46,40,37,44,43,44,1976,242,49,88,6,9,394,46,6,72,24,3,27,28,41,49,44,52,39,48,42,44,9,16,324,850,1116,1684,105,11,46
Five-Star Isles - Raft,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,47,97,54,37,42,34,42,42,40,41,46,39,47,26,49,50,52,49,38,46,45,47,48,47,34,34,50,44,41,47,44,43,31,42,43,52,43,44,44,43,51,35,36,38,41,50,52,62,33,49,42,45,50,1957,250,38,90,5,3,411,47,6,37,11,8,27,45,38,35,32,48,52,52,45,45,1,10,326,801,1139,1768,83,6,42
Five-Star Isles - Submarine,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,47,92,53,40,54,38,59,48,58,56,52,45,39,46,31,49,47,56,43,38,48,29,40,41,23,47,39,37,43,49,35,43,50,45,49,32,43,55,30,51,36,34,39,38,45,41,50,38,41,53,39,39,49,1879,275,41,87,4,8,373,41,3,38,21,3,22,40,45,44,42,43,43,40,45,47,1,6,379,825,1162,1783,71,3,56
Five-Star Isles - Sunken Treasure,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,54,27,21,29,28,25,21,27,36,31,33,16,28,23,26,19,24,17,24,25,29,29,16,38,20,31,25,26,27,21,34,21,31,0,30,34,34,25,28,29,30,20,24,30,19,18,32,39,16,32,25,19,1122,180,29,41,0,0,542,0,0,0,0,0,0,30,29,26,29,22,23,22,27,31,0,0,592,1262,1829,2652,0,0,25
Seven-Star Isles - Center Lookout Platform,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,48,96,39,61,45,56,42,36,35,47,34,37,47,29,32,56,39,49,48,41,36,44,43,61,52,44,52,40,44,39,47,38,43,47,29,41,35,54,57,42,39,39,45,42,44,33,44,55,50,50,45,40,51,1890,249,55,70,5,3,385,24,9,26,10,3,14,40,34,37,49,51,45,32,47,43,2,7,362,844,1207,1796,57,5,39
Seven-Star Isles - Northern Lookout Platform,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,82,41,33,45,42,45,54,36,33,45,39,51,49,55,39,46,44,43,66,48,34,42,46,38,53,47,51,48,63,49,60,37,40,38,38,65,42,54,41,43,54,57,41,38,42,54,48,60,43,38,42,35,1951,243,40,79,5,2,345,16,3,12,5,3,9,36,51,44,42,51,48,44,47,39,4,5,362,820,1243,1754,38,1,39
Seven-Star Isles - Southern Lookout Platform,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,43,84,47,52,39,37,45,40,55,46,60,37,46,39,34,34,52,47,50,47,39,43,38,50,43,33,43,32,44,47,47,51,47,41,43,38,37,53,48,45,49,37,33,43,36,48,36,35,39,53,37,29,47,1974,288,37,101,0,0,361,17,1,20,10,2,10,41,37,46,47,41,39,46,38,67,2,4,355,842,1232,1788,24,1,43
Seven-Star Isles - Big Octo,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,47,87,43,54,51,46,38,51,46,59,53,54,40,37,43,49,39,48,54,52,39,47,43,39,40,42,44,50,48,41,43,46,49,58,49,35,41,43,44,39,46,46,42,48,50,43,43,33,43,48,55,51,40,1843,252,36,88,1,0,369,9,1,8,6,0,4,36,44,34,52,36,32,44,46,48,2,2,378,872,1223,1850,23,0,38
Seven-Star Isles - Sunken Treasure,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,46,19,26,34,32,28,32,26,24,23,27,32,30,30,16,21,24,22,29,24,40,25,31,25,32,26,24,26,22,29,26,29,22,24,30,28,24,19,31,23,20,22,27,20,27,38,36,27,0,30,34,24,1196,170,22,48,0,0,535,0,0,0,0,0,0,25,26,29,25,25,31,21,28,29,0,0,536,1268,1787,2644,0,0,29
Cyclops Reef - Destroy the Cannons and Gunboats,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,37,79,37,40,43,45,52,41,57,45,42,41,52,41,46,48,50,36,48,42,42,43,46,51,46,38,42,39,46,41,37,43,53,34,40,38,39,55,42,35,47,45,51,40,35,37,44,35,53,36,44,46,45,1923,287,44,80,3,0,394,5,0,9,2,0,2,48,44,47,32,31,45,51,46,34,2,3,368,855,1300,1791,8,1,44
Cyclops Reef - Lookout Platform - Defeat the Enemies,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,52,92,48,48,46,39,49,40,42,42,50,39,45,47,40,34,39,54,37,68,52,47,48,47,37,39,30,50,47,51,44,40,35,42,38,47,56,46,40,42,41,46,38,44,32,43,49,29,43,46,47,43,43,1930,244,38,80,0,1,365,3,0,4,1,1,0,49,48,46,53,44,41,51,43,32,0,2,352,871,1295,1805,5,0,39
Cyclops Reef - Sunken Treasure,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,54,30,19,34,16,26,18,26,15,35,24,21,23,24,29,25,29,17,26,37,30,0,28,31,21,15,30,21,31,20,23,27,21,26,30,24,28,39,20,25,33,29,25,25,26,24,26,26,30,23,38,24,1138,167,16,61,0,0,488,0,0,0,0,0,0,37,25,26,29,20,24,29,29,39,0,0,575,1251,1806,2736,0,0,26
Two-Eye Reef - Destroy the Cannons and Gunboats,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,42,99,36,46,30,36,37,45,45,43,43,48,32,42,37,38,35,54,49,46,33,35,41,41,47,41,39,38,33,45,40,48,42,42,52,46,50,52,51,31,55,45,37,43,48,31,55,37,44,47,40,50,47,1998,244,42,75,0,1,396,4,0,2,2,0,0,44,36,49,43,38,47,43,47,44,0,1,372,855,1221,1850,3,0,43
Two-Eye Reef - Big Octo Great Fairy,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,47,82,43,50,49,46,49,54,51,46,51,54,37,45,55,41,47,43,40,40,50,53,44,38,44,37,52,45,41,45,41,52,60,49,29,51,36,45,36,39,47,42,45,45,38,44,41,48,42,41,42,46,54,1955,266,50,104,0,0,360,0,0,0,0,0,1,32,47,44,49,52,45,53,37,38,0,0,333,862,1243,1753,0,0,54
Two-Eye Reef - Sunken Treasure,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,62,28,23,25,30,27,32,22,33,19,32,27,27,22,22,26,23,27,23,28,36,22,23,23,22,26,26,33,33,31,32,25,22,25,17,29,31,25,28,20,26,33,30,29,28,34,28,29,26,0,26,19,1161,150,32,56,0,0,528,0,0,0,0,0,0,24,31,25,26,19,32,33,26,24,0,0,572,1230,1776,2713,0,0,28
Three-Eye Reef - Destroy the Cannons and Gunboats,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,50,85,57,50,62,46,50,55,38,45,45,58,49,45,43,47,41,52,54,55,37,35,39,35,41,40,45,53,37,47,48,47,50,50,51,50,36,38,28,50,38,44,57,34,50,47,32,41,33,58,41,40,36,1910,285,42,69,0,0,365,1,0,0,0,1,0,56,39,45,48,42,42,40,36,23,0,0,355,906,1237,1814,0,0,31
Three-Eye Reef - Sunken Treasure,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,49,21,28,35,25,25,28,22,28,23,24,28,26,21,29,23,24,26,23,29,27,26,24,28,25,28,30,20,30,24,24,30,18,23,38,30,29,31,0,23,22,18,19,21,27,26,30,26,25,38,24,21,1200,165,25,42,0,0,499,0,0,0,0,0,0,22,35,31,29,32,22,26,33,24,0,0,573,1255,1817,2659,0,0,31
Four-Eye Reef - Destroy the Cannons and Gunboats,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,48,83,48,38,46,51,40,33,38,35,49,44,48,48,49,47,48,47,46,43,36,59,35,48,42,48,45,36,47,47,47,45,48,47,44,47,38,31,41,33,46,47,52,38,41,39,39,48,62,62,39,47,39,1910,252,35,90,0,0,368,0,0,0,0,0,0,30,53,48,40,49,42,45,51,43,0,0,390,912,1247,1783,1,0,36
Four-Eye Reef - Sunken Treasure,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,48,26,32,28,30,33,27,26,21,18,26,32,29,21,30,28,28,32,32,24,30,25,30,35,30,23,25,19,23,27,22,25,22,23,35,26,28,29,23,21,27,0,23,26,26,28,30,34,27,27,27,32,1127,170,29,39,0,0,529,0,0,0,0,0,0,31,36,31,21,29,18,20,30,27,0,0,556,1212,1784,2764,0,0,25
Five-Eye Reef - Destroy the Cannons,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,40,77,42,38,44,39,47,44,39,55,51,48,44,51,46,46,52,47,45,41,41,33,44,34,48,47,58,39,52,56,57,49,47,49,57,48,42,42,55,55,43,50,48,43,38,38,51,42,41,45,45,45,36,1955,279,61,79,0,0,369,0,1,0,1,0,0,47,47,57,45,37,42,33,40,35,0,0,333,887,1208,1766,0,0,44
Five-Eye Reef - Lookout Platform,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,40,111,48,39,43,28,30,41,45,47,54,53,51,52,35,35,39,40,46,36,49,38,39,37,37,48,50,51,51,50,49,36,40,42,41,57,45,36,42,43,44,38,45,45,46,49,50,43,33,58,30,42,41,1945,276,31,90,0,0,379,0,0,0,0,0,0,45,49,46,44,40,44,51,39,43,0,0,373,893,1195,1821,0,0,43
Five-Eye Reef - Sunken Treasure,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,51,26,38,28,27,21,23,25,28,23,24,26,0,24,34,19,22,25,15,31,18,31,21,27,34,25,27,23,24,17,26,24,27,32,26,23,26,29,18,35,21,23,26,18,18,18,35,19,21,30,27,24,1153,160,29,40,0,0,537,0,0,0,0,0,0,23,29,25,25,25,19,25,23,33,0,0,564,1245,1880,2730,0,0,17
Six-Eye Reef - Lookout Platform - Destroy the Cannons,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,41,80,43,36,45,41,43,30,47,49,56,48,42,41,52,30,54,43,38,43,44,43,42,64,50,47,35,32,57,50,41,43,45,34,46,37,41,62,56,43,52,48,45,46,46,38,51,37,47,46,34,43,44,1948,283,39,79,0,0,408,0,0,0,0,0,0,36,44,44,54,43,49,46,40,41,0,0,350,840,1272,1761,0,0,40
